activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
send package;2020-02-20 09:59:04;{991565,991575,991585};{886409,886456,886457,886410,886488,886454,886489,886486,886455};{661028};{Anahita Farhang Ghahfarokhi};{Echo Plus,Echo,iPad mini,Echo Show 5,Kindle Paperwhite,iPad mini,Kindle Paperwhite,Echo Studio,Echo Show 8};1825.95;6.95;Fullfillment;yes;no;no;no
pay order;2020-02-20 10:04:34;{991597};{886544,886545,886546};{};{Mahnaz Qafari};{Echo Dot,iPhone 11 Pro,Fire Stick};1223.98;0.768;Finance;yes;no;no;no
confirm order;2020-02-20 10:05:29;{991594};{886529,886530,886531,886532,886533,886534,886535};{};{Marco Pegoraro};{iPad Air,Echo Dot,Echo Dot,iPad Air,iPhone 8,iPad mini,Echo};2094.97;2.91;Finance;yes;no;no;no
pick item;2020-02-20 10:07:53;{991594};{886531};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
item out of stock;2020-02-20 10:12:11;{991602};{886567};{};{Christina Rensinghof};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
item out of stock;2020-02-20 10:15:28;{991602};{886570};{};{Christina Rensinghof};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-02-20 10:17:58;{991598};{886550};{};{Christine Dobbert};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-02-20 10:18:18;{991594};{886534};{};{Marco Pegoraro};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
reorder item;2020-02-20 10:18:21;{991602};{886567};{};{Christina Rensinghof};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2020-02-20 10:20:00;{991602};{886566};{};{Christina Rensinghof};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-02-20 10:23:45;{991390};{885651};{};{Mohammadreza Fani Sani};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
confirm order;2020-02-20 10:31:55;{991602};{886565,886566,886567,886568,886569,886570,886571,886572,886573};{};{Christina Rensinghof};{Kindle,MacBook Pro,Echo Show 5,iPhone X,iPhone 11 Pro,Echo Dot,iPad mini,MacBook Pro,Echo};7601.96;5.903;Finance;yes;no;no;no
pick item;2020-02-20 10:37:29;{991600};{886558};{};{Kefang Ding};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
item out of stock;2020-02-20 10:48:13;{991587};{886497};{};{Claudia Graf};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
package delivered;2020-02-20 10:51:14;{991574,991515,991590};{886452,886451,886450,886227,886510,886512,886453};{661029};{Mahsa Bafrani};{iPhone 11,Echo Studio,iPhone 11,iPad mini,iPhone 8,iPhone 8,Fire Stick};3344.98;2.712;Delivery;yes;no;no;no
pick item;2020-02-20 10:52:00;{991601};{886562};{};{Tobias Brockhoff};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2020-02-20 10:52:04;{991603};{886578};{};{Mahsa Bafrani};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
reorder item;2020-02-20 11:09:12;{991592};{886520};{};{Christine Dobbert};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
item out of stock;2020-02-20 11:11:10;{991565};{886411};{};{Anahita Farhang Ghahfarokhi};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
place order;2020-02-20 11:12:39;{991606};{886586};{};{Christina Rensinghof};{iPad};500.0;0.483;Finance;yes;no;no;no
package delivered;2020-02-20 11:34:47;{991581,991532,991562,991588,991480,991552,991595};{886474,886471,886473,886285,886397,886503,886074,886364,886538,886502,886472};{661031};{Wil van der Aalst};{Echo Show 8,Echo Studio,MacBook Pro,Echo Studio,iPhone 11,iPhone X,Echo Plus,Echo,Echo Dot,Fire Stick,MacBook Pro};7347.93;9.658;Delivery;yes;no;no;no
pick item;2020-02-20 11:41:39;{991545};{886331};{};{Junxiong Gao};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
create package;2020-02-20 11:41:39;{991573,991601,991478};{886445,886561,886564,886562,886067};{661035};{Tobias Brockhoff};{iPhone 11,Kindle Paperwhite,iPad Pro,Echo Plus,iPhone 11 Pro};3325.99;2.612;Fullfillment;yes;no;no;no
pick item;2020-02-20 11:45:00;{991602};{886572};{};{Christina Rensinghof};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
send package;2020-02-20 11:46:48;{991570,991537,991597};{886436,886302,886545,886432};{661030};{Mahnaz Qafari};{iPad Air,iPhone 8,iPhone 11 Pro,MacBook Pro};4654.0;2.208;Fullfillment;yes;no;no;no
pay order;2020-02-20 11:54:46;{991452};{885943,885944,885945};{};{Anahita Farhang Ghahfarokhi};{Kindle,Echo,MacBook Pro};2684.98;2.633;Finance;yes;no;no;no
pick item;2020-02-20 11:56:57;{991590};{886511};{};{Mahsa Bafrani};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-02-20 11:56:58;{991583};{886482};{};{Seran Uysal};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pick item;2020-02-20 12:03:35;{991455};{885965};{};{Majid Rafiei};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pay order;2020-02-20 12:06:33;{991601};{886561,886562,886563,886564};{};{Tobias Brockhoff};{Kindle Paperwhite,Echo Plus,Kindle Paperwhite,iPad Pro};1511.99;2.753;Finance;yes;no;no;no
pay order;2020-02-20 12:08:45;{991598};{886547,886548,886549,886550,886551,886552,886553};{};{Christine Dobbert};{Echo Show 8,Fire Stick 4K,iPad mini,MacBook Pro,Echo Plus,iPhone 11,Echo Plus};4272.96;5.636;Finance;yes;no;no;no
package delivered;2020-02-20 12:17:31;{991565,991575,991585};{886409,886456,886457,886410,886488,886454,886489,886486,886455};{661028};{Anahita Farhang Ghahfarokhi};{Echo Plus,Echo,iPad mini,Echo Show 5,Kindle Paperwhite,iPad mini,Kindle Paperwhite,Echo Studio,Echo Show 8};1825.95;6.95;Delivery;yes;no;no;no
pay order;2020-02-20 12:19:26;{991591};{886513,886514,886515,886516,886517};{};{Junxiong Gao};{iPad Air,iPhone X,Kindle,iPhone X,Kindle Paperwhite};2087.99;1.762;Finance;yes;no;no;no
place order;2020-02-20 12:45:04;{991607};{886587,886588,886589,886590,886591,886592,886593,886594};{};{Gyunam Park};{Echo,Echo Show 8,Echo Show 8,MacBook Air,iPad Pro,Echo Studio,iPhone 11,Echo Studio};4862.95;7.599;Finance;yes;no;no;no
failed delivery;2020-02-20 13:00:30;{991583,991466};{886481,886023,886479,886480};{661032};{Seran Uysal};{MacBook Air,iPad Pro,MacBook Pro,Kindle};5878.99;3.586;Delivery;yes;no;no;no
pick item;2020-02-20 13:22:34;{991605};{886585};{};{Christina Rensinghof};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
create package;2020-02-20 13:22:34;{991578,991587};{886466,886498};{661036};{Claudia Graf};{iPhone 11,Echo};898.99;0.946;Fullfillment;yes;no;no;no
pick item;2020-02-20 13:22:42;{991506};{886193};{};{Gyunam Park};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2020-02-20 13:28:05;{991606};{886586};{};{Christina Rensinghof};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
create package;2020-02-20 13:28:05;{991586,991594};{886491,886492,886532,886493,886530,886535,886494,886531,886534,886495};{661037};{Marco Pegoraro};{iPhone 11,iPhone 11,iPad Air,Echo Dot,Echo Dot,Echo,iPad Air,Echo Dot,iPad mini,Echo Dot};3218.95;3.792;Fullfillment;yes;no;no;no
pick item;2020-02-20 13:38:42;{991604};{886582};{};{Christine Dobbert};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
package delivered;2020-02-20 13:42:25;{991583,991466};{886481,886023,886479,886480};{661032};{Seran Uysal};{MacBook Air,iPad Pro,MacBook Pro,Kindle};5878.99;3.586;Delivery;yes;no;no;no
confirm order;2020-02-20 13:51:38;{991605};{886583,886584,886585};{};{Christina Rensinghof};{iPhone X,MacBook Pro,iPad Air};3680.0;1.982;Finance;yes;no;no;no
item out of stock;2020-02-20 14:02:13;{991604};{886579};{};{Christine Dobbert};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-02-20 14:12:37;{991392};{885659};{};{Anahita Farhang Ghahfarokhi};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
send package;2020-02-20 14:26:16;{991578,991587};{886466,886498};{661036};{Claudia Graf};{iPhone 11,Echo};898.99;0.946;Fullfillment;yes;no;no;no
pick item;2020-02-20 14:30:21;{991600};{886556};{};{Kefang Ding};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
item out of stock;2020-02-20 14:34:45;{991600};{886559};{};{Kefang Ding};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2020-02-20 14:43:12;{991557};{886380};{};{Christine Dobbert};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
place order;2020-02-20 14:49:54;{991608};{886595,886596,886597,886598};{};{Tobias Brockhoff};{Echo Show 5,MacBook Air,iPad Pro,iPhone 8};3922.99;2.823;Finance;yes;no;no;no
send package;2020-02-20 14:50:09;{991573,991601,991478};{886445,886561,886564,886562,886067};{661035};{Tobias Brockhoff};{iPhone 11,Kindle Paperwhite,iPad Pro,Echo Plus,iPhone 11 Pro};3325.99;2.612;Fullfillment;yes;no;no;no
confirm order;2020-02-20 14:52:26;{991600};{886556,886557,886558,886559,886560};{};{Kefang Ding};{Fire Stick,Fire Stick 4K,Kindle,Echo Studio,Echo Show 8};544.95;3.423;Finance;yes;no;no;no
pick item;2020-02-20 14:53:28;{991598};{886548};{};{Christine Dobbert};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2020-02-20 14:54:33;{991602};{886568};{};{Christina Rensinghof};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2020-02-20 14:58:40;{991596};{886541};{};{Luis Santos};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
payment reminder;2020-02-20 15:03:41;{991491};{886126,886127};{};{Mahnaz Qafari};{Fire Stick,Echo Show 5};134.98;1.08;Finance;yes;no;no;no
item out of stock;2020-02-20 15:30:26;{991598};{886547};{};{Christine Dobbert};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2020-02-20 15:31:36;{991538};{886309};{};{Tobias Brockhoff};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2020-02-20 15:36:50;{991607};{886592};{};{Gyunam Park};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
confirm order;2020-02-20 15:40:28;{991592};{886518,886519,886520,886521,886522,886523,886524,886525};{};{Christine Dobbert};{iPhone 11,iPad Air,Echo,iPhone X,Echo Plus,Echo Plus,iPad Pro,Echo Plus};3627.96;5.881;Finance;yes;no;no;no
send package;2020-02-20 15:41:48;{991584};{886483,886485,886484};{661033};{Kefang Ding};{iPad mini,iPhone 8,iPhone 8};1507.0;0.7;Fullfillment;yes;no;no;no
reorder item;2020-02-20 15:49:10;{991598};{886547};{};{Christine Dobbert};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
package delivered;2020-02-20 15:56:09;{991573,991601,991478};{886445,886561,886564,886562,886067};{661035};{Tobias Brockhoff};{iPhone 11,Kindle Paperwhite,iPad Pro,Echo Plus,iPhone 11 Pro};3325.99;2.612;Delivery;yes;no;no;no
reorder item;2020-02-20 16:04:31;{991587};{886497};{};{Claudia Graf};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
reorder item;2020-02-20 16:12:08;{991565};{886411};{};{Anahita Farhang Ghahfarokhi};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
payment reminder;2020-02-20 16:13:01;{991490};{886124,886125};{};{Lisa Mannel};{Echo Show 5,Fire Stick};134.98;1.08;Finance;yes;no;no;no
pick item;2020-02-20 16:23:02;{991608};{886598};{};{Tobias Brockhoff};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
create package;2020-02-20 16:23:02;{991447,991602,991550,991605,991606,991577};{885926,886571,886355,886566,886572,886585,886586,886568,886465};{661038};{Christina Rensinghof};{Echo Show 5,iPad mini,iPhone X,MacBook Pro,MacBook Pro,iPad Air,iPad,iPhone X,iPad};8402.99;5.65;Fullfillment;yes;no;no;no
pay order;2020-02-20 16:28:57;{991579};{886467};{};{Gyunam Park};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
pick item;2020-02-20 16:35:28;{991570};{886433};{};{Mahnaz Qafari};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2020-02-20 16:37:17;{991530};{886278,886279,886280};{};{Junxiong Gao};{Fire Stick,iPad Pro,Echo Plus};1293.98;1.963;Finance;yes;no;no;no
pick item;2020-02-20 16:44:23;{991607};{886590};{};{Gyunam Park};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
failed delivery;2020-02-20 16:45:35;{991584};{886483,886485,886484};{661033};{Kefang Ding};{iPad mini,iPhone 8,iPhone 8};1507.0;0.7;Delivery;yes;no;no;no
pick item;2020-02-20 16:50:17;{991493};{886132};{};{Marco Pegoraro};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
place order;2020-02-20 16:59:33;{991609};{886599,886600};{};{Kefang Ding};{Echo Dot,MacBook Air};2234.99;1.63;Finance;yes;no;no;no
pick item;2020-02-20 16:59:43;{991589};{886508};{};{Lisa Mannel};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2020-02-20 17:23:06;{991605};{886584};{};{Christina Rensinghof};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-02-20 17:26:22;{991544};{886327};{};{Claudia Graf};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
confirm order;2020-02-20 17:29:59;{991607};{886587,886588,886589,886590,886591,886592,886593,886594};{};{Gyunam Park};{Echo,Echo Show 8,Echo Show 8,MacBook Air,iPad Pro,Echo Studio,iPhone 11,Echo Studio};4862.95;7.599;Finance;yes;no;no;no
send package;2020-02-20 17:34:55;{991586,991594};{886491,886492,886532,886493,886530,886535,886494,886531,886534,886495};{661037};{Marco Pegoraro};{iPhone 11,iPhone 11,iPad Air,Echo Dot,Echo Dot,Echo,iPad Air,Echo Dot,iPad mini,Echo Dot};3218.95;3.792;Fullfillment;yes;no;no;no
item out of stock;2020-02-20 17:51:20;{991597};{886546};{};{Mahnaz Qafari};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2020-02-20 18:21:09;{991598};{886551};{};{Christine Dobbert};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pay order;2020-02-20 18:26:50;{991538};{886305,886306,886307,886308,886309,886310};{};{Tobias Brockhoff};{Echo Show 5,Fire Stick 4K,Echo Show 8,iPhone 11,Kindle Paperwhite,Echo};1342.96;3.581;Finance;yes;no;no;no
pick item;2020-02-20 18:30:24;{991587};{886499};{};{Claudia Graf};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
confirm order;2020-02-20 18:39:41;{991599};{886554,886555};{};{Mahnaz Qafari};{iPhone 8,iPad Air};1010.0;0.65;Finance;yes;no;no;no
item out of stock;2020-02-20 18:43:42;{991597};{886544};{};{Mahnaz Qafari};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2020-02-20 19:12:11;{991460};{885994,885995,885996,885997,885998};{};{Lisa Mannel};{iPhone 8,iPhone X,iPad,Echo Plus,iPhone X};2576.99;2.317;Finance;yes;no;no;no
place order;2020-02-20 19:18:52;{991610};{886601,886602,886603,886604};{};{Lisa Mannel};{Echo Plus,MacBook Pro,Fire Stick 4K,iPhone 8};3273.98;3.14;Finance;yes;no;no;no
place order;2020-02-20 22:17:15;{991611};{886605,886606,886607,886608,886609,886610};{};{Luis Santos};{Echo Studio,iPhone 11,iPad Pro,iPad mini,iPad Air,iPhone 11 Pro};4176.99;3.037;Finance;yes;no;no;no
item out of stock;2020-02-20 22:22:28;{991592};{886525};{};{Christine Dobbert};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
place order;2020-02-21 08:26:01;{991612};{886611};{};{Anahita Farhang Ghahfarokhi};{Fire Stick};44.99;0.2;Finance;yes;no;no;no
reorder item;2020-02-21 08:30:20;{991604};{886579};{};{Christine Dobbert};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-02-21 08:37:37;{991592};{886520};{};{Christine Dobbert};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
create package;2020-02-21 08:37:37;{991546,991455,991569};{886335,885965,886426};{661039};{Majid Rafiei};{iPhone 11 Pro,Fire Stick,Kindle Paperwhite};1317.99;0.883;Fullfillment;yes;no;no;no
pick item;2020-02-21 09:02:02;{991557};{886384};{};{Christine Dobbert};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
reorder item;2020-02-21 09:52:16;{991576};{886462};{};{Claudia Graf};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
reorder item;2020-02-21 09:55:26;{991587};{886496};{};{Claudia Graf};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
send package;2020-02-21 09:55:54;{991547,991582,991589,991556,991498,991593};{886338,886476,886509,886507,886375,886506,886156,886528,886527,886475};{661034};{Lisa Mannel};{Fire Stick,Kindle Paperwhite,Echo Show 5,Kindle Paperwhite,Echo Plus,Kindle Paperwhite,iPhone X,Fire Stick,Echo Show 5,Echo Show 8};1625.94;6.077;Fullfillment;yes;no;no;no
item out of stock;2020-02-21 10:27:04;{991595};{886537};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
place order;2020-02-21 10:28:47;{991613};{886612,886613,886614};{};{Mahnaz Qafari};{iPhone 11,iPad Pro,iPad Pro};3002.0;1.132;Finance;yes;no;no;no
confirm order;2020-02-21 10:36:06;{991612};{886611};{};{Anahita Farhang Ghahfarokhi};{Fire Stick};44.99;0.2;Finance;yes;no;no;no
pick item;2020-02-21 10:36:20;{991600};{886557};{};{Kefang Ding};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pay order;2020-02-21 10:49:44;{991575};{886454,886455,886456,886457,886458};{};{Anahita Farhang Ghahfarokhi};{iPad mini,Echo Show 8,Echo,iPad mini,Echo};1232.97;3.1;Finance;yes;no;no;no
package delivered;2020-02-21 10:58:55;{991570,991537,991597};{886436,886302,886545,886432};{661030};{Mahnaz Qafari};{iPad Air,iPhone 8,iPhone 11 Pro,MacBook Pro};4654.0;2.208;Delivery;yes;no;no;no
reorder item;2020-02-21 11:24:44;{991597};{886544};{};{Mahnaz Qafari};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-02-21 11:28:38;{991554};{886370};{};{Anahita Farhang Ghahfarokhi};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
create package;2020-02-21 11:28:38;{991591,991530,991545};{886513,886280,886514,886517,886331,886329};{661040};{Junxiong Gao};{iPad Air,Echo Plus,iPhone X,Kindle Paperwhite,Echo,iPhone 11 Pro};2702.98;3.355;Fullfillment;yes;no;no;no
pick item;2020-02-21 11:45:58;{991608};{886595};{};{Tobias Brockhoff};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2020-02-21 11:48:11;{991610};{886603};{};{Lisa Mannel};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
confirm order;2020-02-21 11:55:27;{991613};{886612,886613,886614};{};{Mahnaz Qafari};{iPhone 11,iPad Pro,iPad Pro};3002.0;1.132;Finance;yes;no;no;no
pick item;2020-02-21 12:02:43;{991611};{886605};{};{Luis Santos};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
item out of stock;2020-02-21 12:04:39;{991607};{886588};{};{Gyunam Park};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2020-02-21 12:11:09;{991585};{886487};{};{Anahita Farhang Ghahfarokhi};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2020-02-21 12:12:31;{991611};{886608};{};{Luis Santos};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
reorder item;2020-02-21 12:15:42;{991600};{886559};{};{Kefang Ding};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
place order;2020-02-21 12:17:20;{991614};{886615};{};{Majid Rafiei};{MacBook Air};2205.0;1.25;Finance;yes;no;no;no
pick item;2020-02-21 12:17:54;{991516};{886231};{};{Wil van der Aalst};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
create package;2020-02-21 12:17:54;{991596,991611};{886540,886539,886541,886605,886608,886543};{661041};{Luis Santos};{Echo Show 5,Echo Show 8,iPad mini,Echo Studio,iPad mini,MacBook Pro};3817.97;5.27;Fullfillment;yes;no;no;no
send package;2020-02-21 12:27:18;{991596,991611};{886540,886539,886541,886605,886608,886543};{661041};{Luis Santos};{Echo Show 5,Echo Show 8,iPad mini,Echo Studio,iPad mini,MacBook Pro};3817.97;5.27;Fullfillment;yes;no;no;no
pick item;2020-02-21 12:30:25;{991587};{886496};{};{Claudia Graf};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pay order;2020-02-21 13:03:33;{991560};{886392};{};{Christina Rensinghof};{Fire Stick};44.99;0.2;Finance;yes;no;no;no
item out of stock;2020-02-21 13:29:31;{991607};{886593};{};{Gyunam Park};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
place order;2020-02-21 13:54:25;{991615};{886616,886617,886618,886619,886620};{};{Gyunam Park};{MacBook Pro,Kindle Paperwhite,iPhone 11,iPad Pro,Fire Stick};4571.99;2.714;Finance;yes;no;no;no
item out of stock;2020-02-21 14:05:12;{991592};{886519};{};{Christine Dobbert};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pick item;2020-02-21 14:07:17;{991610};{886602};{};{Lisa Mannel};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
send package;2020-02-21 14:27:34;{991447,991602,991550,991605,991606,991577};{885926,886571,886355,886566,886572,886585,886586,886568,886465};{661038};{Christina Rensinghof};{Echo Show 5,iPad mini,iPhone X,MacBook Pro,MacBook Pro,iPad Air,iPad,iPhone X,iPad};8402.99;5.65;Fullfillment;yes;no;no;no
send package;2020-02-21 14:52:04;{991591,991530,991545};{886513,886280,886514,886517,886331,886329};{661040};{Junxiong Gao};{iPad Air,Echo Plus,iPhone X,Kindle Paperwhite,Echo,iPhone 11 Pro};2702.98;3.355;Fullfillment;yes;no;no;no
package delivered;2020-02-21 15:01:22;{991596,991611};{886540,886539,886541,886605,886608,886543};{661041};{Luis Santos};{Echo Show 5,Echo Show 8,iPad mini,Echo Studio,iPad mini,MacBook Pro};3817.97;5.27;Delivery;yes;no;no;no
confirm order;2020-02-21 15:04:22;{991606};{886586};{};{Christina Rensinghof};{iPad};500.0;0.483;Finance;yes;no;no;no
item out of stock;2020-02-21 15:06:29;{991602};{886565};{};{Christina Rensinghof};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2020-02-21 15:26:34;{991596};{886542};{};{Luis Santos};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2020-02-21 15:31:52;{991600};{886559};{};{Kefang Ding};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
package delivered;2020-02-21 15:33:10;{991586,991594};{886491,886492,886532,886493,886530,886535,886494,886531,886534,886495};{661037};{Marco Pegoraro};{iPhone 11,iPhone 11,iPad Air,Echo Dot,Echo Dot,Echo,iPad Air,Echo Dot,iPad mini,Echo Dot};3218.95;3.792;Delivery;yes;no;no;no
pick item;2020-02-21 15:37:47;{991598};{886549};{};{Christine Dobbert};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
confirm order;2020-02-21 15:51:01;{991610};{886601,886602,886603,886604};{};{Lisa Mannel};{Echo Plus,MacBook Pro,Fire Stick 4K,iPhone 8};3273.98;3.14;Finance;yes;no;no;no
failed delivery;2020-02-21 16:01:35;{991591,991530,991545};{886513,886280,886514,886517,886331,886329};{661040};{Junxiong Gao};{iPad Air,Echo Plus,iPhone X,Kindle Paperwhite,Echo,iPhone 11 Pro};2702.98;3.355;Delivery;yes;no;no;no
pick item;2020-02-21 16:06:44;{991601};{886563};{};{Tobias Brockhoff};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
create package;2020-02-21 16:06:44;{991506,991607,991579};{886193,886592,886590,886467};{661042};{Gyunam Park};{Echo Show 8,Echo Studio,MacBook Air,iPhone 11 Pro};3678.98;3.898;Fullfillment;yes;no;no;no
pick item;2020-02-21 16:07:06;{991607};{886594};{};{Gyunam Park};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
place order;2020-02-21 16:08:36;{991616};{886621,886622,886623,886624,886625,886626,886627,886628,886629};{};{Gyunam Park};{Echo Dot,Kindle Paperwhite,Echo,iPad mini,Kindle,Kindle,iPhone 8,iPad mini,iPhone X};2549.96;3.563;Finance;yes;no;no;no
pick item;2020-02-21 16:14:25;{991616};{886621};{};{Gyunam Park};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
send package;2020-02-21 16:14:32;{991506,991607,991579};{886193,886592,886590,886467};{661042};{Gyunam Park};{Echo Show 8,Echo Studio,MacBook Air,iPhone 11 Pro};3678.98;3.898;Fullfillment;yes;no;no;no
pay order;2020-02-21 16:15:25;{991509};{886207,886208,886209,886210,886211};{};{Christina Rensinghof};{MacBook Air,MacBook Air,iPad Pro,MacBook Air,iPad Air};8180.0;4.673;Finance;yes;no;no;no
pick item;2020-02-21 16:17:46;{991610};{886601};{};{Lisa Mannel};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
reorder item;2020-02-21 16:18:41;{991602};{886570};{};{Christina Rensinghof};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
reorder item;2020-02-21 16:36:08;{991595};{886537};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-02-21 16:38:14;{991495};{886143};{};{Christine Dobbert};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
create package;2020-02-21 16:38:14;{991585,991575,991392,991554,991536};{886490,886458,885659,886370,886487,886299};{661043};{Anahita Farhang Ghahfarokhi};{MacBook Pro,Echo,Echo Studio,Echo Dot,Echo Plus,iPad Pro};4078.96;5.773;Fullfillment;yes;no;no;no
pay order;2020-02-21 16:41:32;{991607};{886587,886588,886589,886590,886591,886592,886593,886594};{};{Gyunam Park};{Echo,Echo Show 8,Echo Show 8,MacBook Air,iPad Pro,Echo Studio,iPhone 11,Echo Studio};4862.95;7.599;Finance;yes;no;no;no
pick item;2020-02-21 16:43:09;{991569};{886429};{};{Majid Rafiei};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2020-02-21 16:46:16;{991594};{886533};{};{Marco Pegoraro};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pick item;2020-02-21 16:53:30;{991608};{886596};{};{Tobias Brockhoff};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2020-02-21 16:58:37;{991611};{886610};{};{Luis Santos};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-02-21 16:59:28;{991614};{886615};{};{Majid Rafiei};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2020-02-21 17:06:12;{991594};{886529};{};{Marco Pegoraro};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
