activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
pick item;2020-04-01 15:31:47;{991811};{887336};{};{Junxiong Gao};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2020-04-01 15:42:21;{991823};{887381};{};{Mahnaz Qafari};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pay order;2020-04-01 15:43:21;{991812};{887338,887339};{};{Marco Pegoraro};{Fire Stick,Echo Plus};194.98;1.48;Finance;yes;no;no;no
reorder item;2020-04-01 15:49:51;{991819};{887367};{};{Mahsa Bafrani};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-01 15:53:18;{991836};{887433};{};{Lisa Mannel};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2020-04-01 16:14:03;{991831};{887413};{};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
reorder item;2020-04-01 16:15:42;{991834};{887429};{};{Seran Uysal};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
item out of stock;2020-04-01 16:47:43;{991823};{887383};{};{Mahnaz Qafari};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
place order;2020-04-01 17:01:10;{991842};{887450,887451,887452};{};{Mahsa Bafrani};{iPad Pro,MacBook Air,Echo Show 5};3393.99;2.613;Finance;yes;no;no;no
pay order;2020-04-01 17:17:14;{991817};{887359,887360,887361};{};{Christina Rensinghof};{iPhone 11 Pro,Kindle,iPhone X};1932.99;0.843;Finance;yes;no;no;no
pay order;2020-04-01 17:19:24;{991835};{887432};{};{Junxiong Gao};{iPad};500.0;0.483;Finance;yes;no;no;no
pick item;2020-04-01 17:20:10;{991841};{887448};{};{Lisa Mannel};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
item out of stock;2020-04-01 17:25:14;{991842};{887451};{};{Mahsa Bafrani};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2020-04-01 17:25:38;{991804};{887302};{};{Tobias Brockhoff};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
confirm order;2020-04-01 17:56:01;{991830};{887405,887406,887407};{};{Anahita Farhang Ghahfarokhi};{Echo Studio,iPad mini,Kindle};733.98;2.243;Finance;yes;no;no;no
reorder item;2020-04-01 18:40:19;{991812};{887339};{};{Marco Pegoraro};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pay order;2020-04-01 20:12:51;{991823};{887380,887381,887382,887383,887384,887385};{};{Mahnaz Qafari};{Fire Stick,MacBook Air,iPad,Kindle,Fire Stick,Echo Dot};2889.96;2.996;Finance;yes;no;no;no
place order;2020-04-02 03:31:30;{991843};{887453,887454};{};{Christina Rensinghof};{Echo,Fire Stick 4K};194.98;1.06;Finance;yes;no;no;no
failed delivery;2020-04-02 08:20:20;{991802,991822,991799};{887294,887376,887282};{661204};{Majid Rafiei};{Echo,iPhone 11 Pro,MacBook Pro};3748.99;2.338;Delivery;yes;no;no;no
reorder item;2020-04-02 08:46:58;{991822};{887379};{};{Majid Rafiei};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
confirm order;2020-04-02 08:53:28;{991842};{887450,887451,887452};{};{Mahsa Bafrani};{iPad Pro,MacBook Air,Echo Show 5};3393.99;2.613;Finance;yes;no;no;no
pick item;2020-04-02 08:56:23;{991839};{887440};{};{Luis Santos};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-02 09:28:51;{991842};{887450};{};{Mahsa Bafrani};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
create package;2020-04-02 09:28:51;{991820,991821,991770,991839,991767,991795};{887373,887375,887372,887165,887374,887442,887443,887156,887440,887267};{661209};{Luis Santos};{Fire Stick 4K,Fire Stick,Fire Stick,iPhone 11,Echo Show 8,MacBook Air,Kindle,iPad,Kindle,MacBook Pro};6453.94;5.895;Fullfillment;yes;no;no;no
reorder item;2020-04-02 09:44:05;{991833};{887425};{};{Gyunam Park};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 09:45:24;{991843};{887454};{};{Christina Rensinghof};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 09:48:39;{991838};{887438};{};{Christina Rensinghof};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pay order;2020-04-02 10:05:49;{991816};{887356,887357,887358};{};{Seran Uysal};{iPhone 11,iPhone X,iPad Air};1979.0;0.778;Finance;yes;no;no;no
confirm order;2020-04-02 10:09:54;{991843};{887453,887454};{};{Christina Rensinghof};{Echo,Fire Stick 4K};194.98;1.06;Finance;yes;no;no;no
pick item;2020-04-02 10:25:05;{991807};{887318};{};{Wil van der Aalst};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-04-02 10:35:02;{991824};{887390};{};{Claudia Graf};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
package delivered;2020-04-02 10:36:29;{991814,991819,991790,991818};{887351,887347,887350,887346,887370,887251,887366,887348,887365,887362,887369,887252};{661201};{Mahsa Bafrani};{iPhone 11 Pro,iPhone 8,Echo Studio,Echo,MacBook Pro,Echo Show 5,Kindle Paperwhite,Echo Dot,Kindle Paperwhite,Kindle,iPhone X,iPad};6129.95;7.416;Delivery;yes;no;no;no
reorder item;2020-04-02 10:39:12;{991812};{887338};{};{Marco Pegoraro};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
reorder item;2020-04-02 10:50:24;{991833};{887423};{};{Gyunam Park};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-04-02 10:50:35;{991833};{887425};{};{Gyunam Park};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2020-04-02 10:52:48;{991781};{887216};{};{Wil van der Aalst};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pay order;2020-04-02 10:54:53;{991831};{887408,887409,887410,887411,887412,887413};{};{Anahita Farhang Ghahfarokhi};{Echo Studio,Echo Show 5,iPad Air,Fire Stick 4K,Echo Studio,iPhone 11 Pro};2209.96;4.748;Finance;yes;no;no;no
pick item;2020-04-02 11:10:22;{991802};{887291};{};{Majid Rafiei};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2020-04-02 11:43:04;{991731};{887014};{};{Wil van der Aalst};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-02 11:52:20;{991832};{887417};{};{Tobias Brockhoff};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
send package;2020-04-02 11:53:25;{991825,991831,991830,991788};{887393,887410,887411,887407,887409,887406,887408,887244};{661208};{Anahita Farhang Ghahfarokhi};{iPad mini,iPad Air,Fire Stick 4K,Kindle,Echo Show 5,iPad mini,Echo Studio,Fire Stick 4K};1923.95;4.403;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 11:59:01;{991818};{887364};{};{Mahsa Bafrani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
payment reminder;2020-04-02 12:04:26;{991722};{886980,886981};{};{Marco Pegoraro};{Kindle Paperwhite,Echo Studio};333.99;1.975;Finance;yes;no;no;no
pick item;2020-04-02 12:37:43;{991841};{887446};{};{Lisa Mannel};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
place order;2020-04-02 13:00:30;{991844};{887455};{};{Seran Uysal};{iPad Pro};1104.0;0.483;Finance;yes;no;no;no
pick item;2020-04-02 13:03:34;{991737};{887035};{};{Lisa Mannel};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2020-04-02 13:32:02;{991815};{887355};{};{Mohammadreza Fani Sani};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
create package;2020-04-02 13:32:02;{991828,991827,991824,991786,991803,991756};{887401,887400,887391,887236,887389,887295,887390,887109};{661210};{Claudia Graf};{iPad Air,iPhone 11 Pro,Echo Studio,MacBook Air,Fire Stick,Echo Dot,Echo Plus,iPhone 11 Pro};5393.96;5.406;Fullfillment;yes;no;no;no
pick item;2020-04-02 13:33:00;{991822};{887378};{};{Majid Rafiei};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
package delivered;2020-04-02 13:35:07;{991802,991822,991799};{887294,887376,887282};{661204};{Majid Rafiei};{Echo,iPhone 11 Pro,MacBook Pro};3748.99;2.338;Delivery;yes;no;no;no
pick item;2020-04-02 13:36:41;{991741};{887051};{};{Kefang Ding};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
send package;2020-04-02 14:01:36;{991809,991777,991783};{887327,887326,887191,887328,887225,887192,887324};{661207};{Lisa Mannel};{iPhone 11,MacBook Pro,Kindle,Fire Stick,Echo Show 5,MacBook Pro,Echo};6108.96;5.249;Fullfillment;yes;no;no;no
reorder item;2020-04-02 14:01:37;{991842};{887451};{};{Mahsa Bafrani};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2020-04-02 14:12:34;{991839};{887439};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pay order;2020-04-02 14:15:09;{991754};{887100,887101,887102};{};{Majid Rafiei};{MacBook Pro,iPhone 8,iPad};3529.0;2.063;Finance;yes;no;no;no
pick item;2020-04-02 14:33:01;{991832};{887414};{};{Tobias Brockhoff};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2020-04-02 14:36:24;{991830};{887405};{};{Anahita Farhang Ghahfarokhi};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 14:39:11;{991819};{887371};{};{Mahsa Bafrani};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pick item;2020-04-02 14:54:28;{991829};{887404};{};{Christina Rensinghof};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
confirm order;2020-04-02 15:20:46;{991841};{887446,887447,887448,887449};{};{Lisa Mannel};{Fire Stick,MacBook Air,iPhone 11,Echo Plus};3193.98;2.896;Finance;yes;no;no;no
pick item;2020-04-02 15:33:53;{991833};{887422};{};{Gyunam Park};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
confirm order;2020-04-02 15:35:07;{991844};{887455};{};{Seran Uysal};{iPad Pro};1104.0;0.483;Finance;yes;no;no;no
pick item;2020-04-02 16:05:57;{991805};{887310};{};{Claudia Graf};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
create package;2020-04-02 16:05:57;{991816,991834};{887358,887428,887357,887430,887431,887356};{661211};{Seran Uysal};{iPad Air,Kindle,iPhone X,iPad Air,iPad mini,iPhone 11};2978.99;1.981;Fullfillment;yes;no;no;no
pick item;2020-04-02 16:37:43;{991844};{887455};{};{Seran Uysal};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
reorder item;2020-04-02 16:57:34;{991807};{887319};{};{Wil van der Aalst};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
send package;2020-04-02 17:14:44;{991820,991821,991770,991839,991767,991795};{887373,887375,887372,887165,887374,887442,887443,887156,887440,887267};{661209};{Luis Santos};{Fire Stick 4K,Fire Stick,Fire Stick,iPhone 11,Echo Show 8,MacBook Air,Kindle,iPad,Kindle,MacBook Pro};6453.94;5.895;Fullfillment;yes;no;no;no
payment reminder;2020-04-02 17:22:07;{991725};{886989};{};{Wil van der Aalst};{iPhone X};704.0;0.172;Finance;yes;no;no;no
place order;2020-04-02 17:26:52;{991845};{887456,887457};{};{Junxiong Gao};{Fire Stick,iPad Air};520.99;0.64;Finance;yes;no;no;no
reorder item;2020-04-02 17:47:20;{991832};{887418};{};{Tobias Brockhoff};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
failed delivery;2020-04-02 17:58:14;{991809,991777,991783};{887327,887326,887191,887328,887225,887192,887324};{661207};{Lisa Mannel};{iPhone 11,MacBook Pro,Kindle,Fire Stick,Echo Show 5,MacBook Pro,Echo};6108.96;5.249;Delivery;yes;no;no;no
pay order;2020-04-02 18:23:08;{991825};{887392,887393,887394};{};{Anahita Farhang Ghahfarokhi};{Echo Show 8,iPad mini,Fire Stick};623.98;1.46;Finance;yes;no;no;no
pay order;2020-04-02 19:28:36;{991796};{887269,887270,887271,887272,887273,887274};{};{Kefang Ding};{MacBook Air,Fire Stick,MacBook Air,iPad Pro,Kindle Paperwhite,iPhone X};6371.99;3.85;Finance;yes;no;no;no
failed delivery;2020-04-02 20:19:50;{991809,991777,991783};{887327,887326,887191,887328,887225,887192,887324};{661207};{Lisa Mannel};{iPhone 11,MacBook Pro,Kindle,Fire Stick,Echo Show 5,MacBook Pro,Echo};6108.96;5.249;Delivery;yes;no;no;no
place order;2020-04-03 08:14:12;{991846};{887458,887459,887460};{};{Kefang Ding};{iPhone 11 Pro,iPad Pro,Kindle Paperwhite};2382.0;1.166;Finance;yes;no;no;no
pick item;2020-04-03 08:48:14;{991825};{887394};{};{Anahita Farhang Ghahfarokhi};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
send package;2020-04-03 08:58:13;{991828,991827,991824,991786,991803,991756};{887401,887400,887391,887236,887389,887295,887390,887109};{661210};{Claudia Graf};{iPad Air,iPhone 11 Pro,Echo Studio,MacBook Air,Fire Stick,Echo Dot,Echo Plus,iPhone 11 Pro};5393.96;5.406;Fullfillment;yes;no;no;no
pick item;2020-04-03 09:39:23;{991813};{887340};{};{Mahnaz Qafari};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
item out of stock;2020-04-03 09:45:32;{991839};{887441};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2020-04-03 09:46:39;{991841};{887449};{};{Lisa Mannel};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pay order;2020-04-03 10:41:33;{991833};{887422,887423,887424,887425,887426,887427};{};{Gyunam Park};{Fire Stick 4K,iPhone 11 Pro,Fire Stick 4K,Fire Stick,Echo Show 5,Echo Show 5};1553.95;2.708;Finance;yes;no;no;no
pick item;2020-04-03 10:43:21;{991787};{887239};{};{Marco Pegoraro};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-04-03 10:50:25;{991843};{887453};{};{Christina Rensinghof};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
create package;2020-04-03 10:50:25;{991832,991698,991804};{887420,887419,887415,886905,887416,887421,887302,887417,887414,887298};{661212};{Tobias Brockhoff};{Kindle,Fire Stick 4K,iPad Pro,Echo,Echo Show 5,iPhone 11 Pro,Echo Dot,iPhone X,Fire Stick,Kindle Paperwhite};3505.94;4.341;Fullfillment;yes;no;no;no
pick item;2020-04-03 10:55:06;{991834};{887429};{};{Seran Uysal};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
reorder item;2020-04-03 11:03:58;{991839};{887441};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pay order;2020-04-03 11:31:43;{991822};{887376,887377,887378,887379};{};{Majid Rafiei};{iPhone 11 Pro,Echo,iPad Air,iPhone X};2428.99;1.58;Finance;yes;no;no;no
pick item;2020-04-03 11:40:36;{991845};{887457};{};{Junxiong Gao};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
failed delivery;2020-04-03 12:02:13;{991809,991777,991783};{887327,887326,887191,887328,887225,887192,887324};{661207};{Lisa Mannel};{iPhone 11,MacBook Pro,Kindle,Fire Stick,Echo Show 5,MacBook Pro,Echo};6108.96;5.249;Delivery;yes;no;no;no
failed delivery;2020-04-03 12:04:40;{991825,991831,991830,991788};{887393,887410,887411,887407,887409,887406,887408,887244};{661208};{Anahita Farhang Ghahfarokhi};{iPad mini,iPad Air,Fire Stick 4K,Kindle,Echo Show 5,iPad mini,Echo Studio,Fire Stick 4K};1923.95;4.403;Delivery;yes;no;no;no
pick item;2020-04-03 12:20:47;{991828};{887402};{};{Claudia Graf};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
send package;2020-04-03 12:37:08;{991832,991698,991804};{887420,887419,887415,886905,887416,887421,887302,887417,887414,887298};{661212};{Tobias Brockhoff};{Kindle,Fire Stick 4K,iPad Pro,Echo,Echo Show 5,iPhone 11 Pro,Echo Dot,iPhone X,Fire Stick,Kindle Paperwhite};3505.94;4.341;Fullfillment;yes;no;no;no
pay order;2020-04-03 12:48:58;{991803};{887295};{};{Claudia Graf};{Echo Dot};34.99;0.38;Finance;yes;no;no;no
pick item;2020-04-03 12:54:10;{991842};{887451};{};{Mahsa Bafrani};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
item out of stock;2020-04-03 13:02:51;{991846};{887460};{};{Kefang Ding};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
place order;2020-04-03 13:17:10;{991847};{887461,887462,887463,887464};{};{Seran Uysal};{Kindle,iPad,Echo Plus,iPhone 11};1528.98;2.412;Finance;yes;no;no;no
pick item;2020-04-03 13:21:52;{991846};{887459};{};{Kefang Ding};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pay order;2020-04-03 13:56:40;{991762};{887130,887131};{};{Luis Santos};{Kindle Paperwhite,Fire Stick 4K};223.99;0.775;Finance;yes;no;no;no
pick item;2020-04-03 14:26:01;{991845};{887456};{};{Junxiong Gao};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
confirm order;2020-04-03 14:39:03;{991845};{887456,887457};{};{Junxiong Gao};{Fire Stick,iPad Air};520.99;0.64;Finance;yes;no;no;no
confirm order;2020-04-03 15:18:39;{991846};{887458,887459,887460};{};{Kefang Ding};{iPhone 11 Pro,iPad Pro,Kindle Paperwhite};2382.0;1.166;Finance;yes;no;no;no
pay order;2020-04-03 15:31:32;{991844};{887455};{};{Seran Uysal};{iPad Pro};1104.0;0.483;Finance;yes;no;no;no
reorder item;2020-04-03 15:31:40;{991846};{887460};{};{Kefang Ding};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2020-04-03 15:43:22;{991824};{887388};{};{Claudia Graf};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
create package;2020-04-03 16:00:00;{991837,991780,991782};{887435,887434,887207,887222};{661213};{Christine Dobbert};{iPad,Kindle Paperwhite,Echo Show 5,iPad mini};1162.99;2.138;Fullfillment;yes;no;no;no
pay order;2020-04-03 16:06:14;{991843};{887453,887454};{};{Christina Rensinghof};{Echo,Fire Stick 4K};194.98;1.06;Finance;yes;no;no;no
package delivered;2020-04-03 16:11:11;{991809,991777,991783};{887327,887326,887191,887328,887225,887192,887324};{661207};{Lisa Mannel};{iPhone 11,MacBook Pro,Kindle,Fire Stick,Echo Show 5,MacBook Pro,Echo};6108.96;5.249;Delivery;yes;no;no;no
confirm order;2020-04-03 16:29:11;{991847};{887461,887462,887463,887464};{};{Seran Uysal};{Kindle,iPad,Echo Plus,iPhone 11};1528.98;2.412;Finance;yes;no;no;no
pay order;2020-04-03 16:34:42;{991809};{887323,887324,887325,887326,887327,887328,887329};{};{Lisa Mannel};{iPhone 8,Echo,iPhone X,MacBook Pro,iPhone 11,Fire Stick,iPhone 8};5200.98;3.108;Finance;yes;no;no;no
send package;2020-04-03 16:49:12;{991816,991834};{887358,887428,887357,887430,887431,887356};{661211};{Seran Uysal};{iPad Air,Kindle,iPhone X,iPad Air,iPad mini,iPhone 11};2978.99;1.981;Fullfillment;yes;no;no;no
package delivered;2020-04-03 17:10:16;{991820,991821,991770,991839,991767,991795};{887373,887375,887372,887165,887374,887442,887443,887156,887440,887267};{661209};{Luis Santos};{Fire Stick 4K,Fire Stick,Fire Stick,iPhone 11,Echo Show 8,MacBook Air,Kindle,iPad,Kindle,MacBook Pro};6453.94;5.895;Delivery;yes;no;no;no
reorder item;2020-04-03 17:15:49;{991824};{887387};{};{Claudia Graf};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
send package;2020-04-03 17:24:11;{991837,991780,991782};{887435,887434,887207,887222};{661213};{Christine Dobbert};{iPad,Kindle Paperwhite,Echo Show 5,iPad mini};1162.99;2.138;Fullfillment;yes;no;no;no
package delivered;2020-04-03 17:25:45;{991832,991698,991804};{887420,887419,887415,886905,887416,887421,887302,887417,887414,887298};{661212};{Tobias Brockhoff};{Kindle,Fire Stick 4K,iPad Pro,Echo,Echo Show 5,iPhone 11 Pro,Echo Dot,iPhone X,Fire Stick,Kindle Paperwhite};3505.94;4.341;Delivery;yes;no;no;no
package delivered;2020-04-03 17:42:28;{991825,991831,991830,991788};{887393,887410,887411,887407,887409,887406,887408,887244};{661208};{Anahita Farhang Ghahfarokhi};{iPad mini,iPad Air,Fire Stick 4K,Kindle,Echo Show 5,iPad mini,Echo Studio,Fire Stick 4K};1923.95;4.403;Delivery;yes;no;no;no
place order;2020-04-03 18:00:12;{991848};{887465,887466,887467};{};{Claudia Graf};{iPad Air,iPhone 11,iPhone 11};2079.0;0.772;Finance;yes;no;no;no
pick item;2020-04-03 18:10:22;{991798};{887279};{};{Christine Dobbert};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
package delivered;2020-04-03 18:26:48;{991816,991834};{887358,887428,887357,887430,887431,887356};{661211};{Seran Uysal};{iPad Air,Kindle,iPhone X,iPad Air,iPad mini,iPhone 11};2978.99;1.981;Delivery;yes;no;no;no
package delivered;2020-04-03 19:27:42;{991837,991780,991782};{887435,887434,887207,887222};{661213};{Christine Dobbert};{iPad,Kindle Paperwhite,Echo Show 5,iPad mini};1162.99;2.138;Delivery;yes;no;no;no
place order;2020-04-04 23:26:47;{991849};{887468,887469,887470,887471,887472,887473};{};{Majid Rafiei};{iPhone 8,iPhone 8,iPad,Echo Dot,Echo Dot,iPad Air};2093.98;2.103;Finance;yes;no;no;no
payment reminder;2020-04-05 15:39:12;{991745};{887065,887066};{};{Majid Rafiei};{iPad mini,iPhone 8};983.0;0.49;Finance;yes;no;no;no
pick item;2020-04-06 08:47:06;{991779};{887205};{};{Luis Santos};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
item out of stock;2020-04-06 09:09:57;{991849};{887470};{};{Majid Rafiei};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
package delivered;2020-04-06 09:20:47;{991828,991827,991824,991786,991803,991756};{887401,887400,887391,887236,887389,887295,887390,887109};{661210};{Claudia Graf};{iPad Air,iPhone 11 Pro,Echo Studio,MacBook Air,Fire Stick,Echo Dot,Echo Plus,iPhone 11 Pro};5393.96;5.406;Delivery;yes;no;no;no
pay order;2020-04-06 09:32:07;{991821};{887374,887375};{};{Luis Santos};{Echo Show 8,Fire Stick};174.98;1.18;Finance;yes;no;no;no
pick item;2020-04-06 09:37:54;{991755};{887105};{};{Christine Dobbert};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-06 09:52:54;{991831};{887412};{};{Anahita Farhang Ghahfarokhi};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pick item;2020-04-06 10:14:38;{991840};{887445};{};{Mahsa Bafrani};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
payment reminder;2020-04-06 10:31:07;{991744};{887061,887062,887063,887064};{};{Seran Uysal};{Fire Stick,iPhone 11 Pro,iPhone 8,Echo Show 5};1812.98;1.478;Finance;yes;no;no;no
pick item;2020-04-06 10:37:19;{991815};{887354};{};{Mohammadreza Fani Sani};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pay order;2020-04-06 10:59:54;{991838};{887436,887437,887438};{};{Christina Rensinghof};{Kindle,iPhone 11 Pro,iPhone 8};1762.99;0.881;Finance;yes;no;no;no
pick item;2020-04-06 11:03:44;{991767};{887157};{};{Luis Santos};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
create package;2020-04-06 11:03:44;{991741,991846,991800};{887051,887459,887287};{661214};{Kefang Ding};{iPhone 11 Pro,iPad Pro,Echo};2347.99;1.451;Fullfillment;yes;no;no;no
reorder item;2020-04-06 11:08:00;{991818};{887364};{};{Mahsa Bafrani};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pay order;2020-04-06 11:12:33;{991791};{887254,887255,887256,887257,887258};{};{Christine Dobbert};{iPhone 11,Echo Show 5,Echo Studio,Kindle,Echo Plus};1323.96;4.289;Finance;yes;no;no;no
place order;2020-04-06 11:13:55;{991850};{887474};{};{Wil van der Aalst};{Fire Stick};44.99;0.2;Finance;yes;no;no;no
pick item;2020-04-06 11:20:45;{991838};{887436};{};{Christina Rensinghof};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
item out of stock;2020-04-06 11:27:26;{991839};{887444};{};{Luis Santos};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pick item;2020-04-06 11:32:44;{991838};{887437};{};{Christina Rensinghof};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-04-06 11:36:16;{991822};{887377};{};{Majid Rafiei};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
create package;2020-04-06 11:36:16;{991829,991843,991838};{887404,887453,887436,887437,887403};{661215};{Christina Rensinghof};{Echo Show 8,Echo,Kindle,iPhone 11 Pro,iPhone 8};1987.97;2.641;Fullfillment;yes;no;no;no
pay order;2020-04-06 11:39:33;{991745};{887065,887066};{};{Majid Rafiei};{iPad mini,iPhone 8};983.0;0.49;Finance;yes;no;no;no
pick item;2020-04-06 11:51:04;{991849};{887471};{};{Majid Rafiei};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-04-06 11:54:47;{991814};{887352};{};{Mahsa Bafrani};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2020-04-06 12:05:27;{991847};{887462};{};{Seran Uysal};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pay order;2020-04-06 12:19:37;{991841};{887446,887447,887448,887449};{};{Lisa Mannel};{Fire Stick,MacBook Air,iPhone 11,Echo Plus};3193.98;2.896;Finance;yes;no;no;no
pick item;2020-04-06 12:54:50;{991850};{887474};{};{Wil van der Aalst};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
pay order;2020-04-06 13:02:52;{991771};{887170,887171};{};{Marco Pegoraro};{MacBook Pro,iPad mini};2954.0;1.65;Finance;yes;no;no;no
confirm order;2020-04-06 13:23:51;{991849};{887468,887469,887470,887471,887472,887473};{};{Majid Rafiei};{iPhone 8,iPhone 8,iPad,Echo Dot,Echo Dot,iPad Air};2093.98;2.103;Finance;yes;no;no;no
pick item;2020-04-06 13:46:55;{991849};{887472};{};{Majid Rafiei};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
create package;2020-04-06 13:46:55;{991833,991761};{887424,887126,887425,887422,887426};{661216};{Gyunam Park};{Fire Stick 4K,iPad,Fire Stick,Fire Stick 4K,Echo Show 5};804.96;2.123;Fullfillment;yes;no;no;no
pick item;2020-04-06 13:52:49;{991713};{886960};{};{Lisa Mannel};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-04-06 13:53:37;{991842};{887452};{};{Mahsa Bafrani};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2020-04-06 14:23:35;{991833};{887427};{};{Gyunam Park};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
send package;2020-04-06 14:45:24;{991741,991846,991800};{887051,887459,887287};{661214};{Kefang Ding};{iPhone 11 Pro,iPad Pro,Echo};2347.99;1.451;Fullfillment;yes;no;no;no
pick item;2020-04-06 15:03:33;{991846};{887458};{};{Kefang Ding};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
item out of stock;2020-04-06 15:18:11;{991849};{887468};{};{Majid Rafiei};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
