activity;time;orders;items;packages;customers;products;price;weight;resource;normal;context-aware-normal;deviating
package delivered;2020-04-01 12:37:14;{991791};{887180};{661127};{Claudia Graf};{Fire Stick};39.99;0.2;Delivery;yes;no;no;no
pay order;2020-04-01 13:13:19;{991830};{887332,887333,887334};{};{Junxiong Gao};{iPhone 8,iPad Pro,iPhone 11 Pro};2782.0;0.881;Finance;yes;no;no;no
pick item;2020-04-01 13:32:06;{991834};{887353};{};{Mahnaz Qafari};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
item out of stock;2020-04-01 13:51:07;{991841};{887382};{};{Lisa Mannel};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pay order;2020-04-01 14:05:36;{991809};{887238,887239,887240};{};{Majid Rafiei};{Echo Dot,Echo,Kindle Paperwhite};263.98;1.655;Finance;yes;no;no;no
pick item;2020-04-01 14:17:46;{991834};{887349};{};{Mahnaz Qafari};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
confirm order;2020-04-01 14:49:05;{991840};{887379,887380,887381};{};{Seran Uysal};{iPad Air,Echo Dot,iPad};1005.99;1.303;Finance;yes;no;no;no
send package;2020-04-01 14:58:53;{991826,991831,991789,991838,991795};{887313,887315,887314,887312,887338,887178,887336,887367,887186};{661138};{Christina Rensinghof};{iPhone 11 Pro,iPad Pro,Kindle,Fire Stick,iPad mini,Echo Studio,iPhone 8,MacBook Pro,iPhone X};6744.97;4.866;Fullfillment;yes;no;no;no
reorder item;2020-04-01 15:06:49;{991841};{887382};{};{Lisa Mannel};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-04-01 15:07:02;{991837};{887363};{};{Gyunam Park};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
create package;2020-04-01 15:07:02;{991821,991830};{887292,887293,887294,887334,887333,887332,887291};{661139};{Junxiong Gao};{Echo Studio,iPhone 11 Pro,Echo,iPhone 11 Pro,iPad Pro,iPhone 8,Echo Studio};4425.97;4.809;Fullfillment;yes;no;no;no
pick item;2020-04-01 15:18:23;{991809};{887238};{};{Majid Rafiei};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-04-01 15:26:10;{991816};{887268};{};{Kefang Ding};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
pay order;2020-04-01 15:35:25;{991761};{887057,887058,887059,887060,887061,887062};{};{Seran Uysal};{Fire Stick 4K,Echo Show 8,iPhone 11,Fire Stick 4K,iPad Air,iPad Pro};2688.97;2.629;Finance;yes;no;no;no
pay order;2020-04-01 15:38:15;{991784};{887162,887163,887164,887165,887166};{};{Mohammadreza Fani Sani};{Echo Plus,Fire Stick 4K,Echo Studio,iPhone 11 Pro,Fire Stick 4K};1683.96;3.508;Finance;yes;no;no;no
pick item;2020-04-01 15:39:44;{991839};{887370};{};{Luis Santos};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pay order;2020-04-01 15:48:27;{991774};{887114,887115,887116,887117,887118,887119,887120,887121};{};{Majid Rafiei};{Kindle Paperwhite,Echo Show 5,iPad Pro,MacBook Pro,Fire Stick 4K,iPhone 8,MacBook Pro,Fire Stick 4K};7031.97;5.368;Finance;yes;no;no;no
pick item;2020-04-01 15:54:52;{991833};{887342};{};{Majid Rafiei};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
pick item;2020-04-01 15:56:36;{991839};{887373};{};{Luis Santos};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
confirm order;2020-04-01 16:12:50;{991836};{887358,887359,887360,887361};{};{Wil van der Aalst};{iPad Air,MacBook Air,iPhone 11 Pro,iPhone 8};4359.0;2.088;Finance;yes;no;no;no
pay order;2020-04-01 16:21:09;{991823};{887301,887302,887303,887304};{};{Mahnaz Qafari};{Fire Stick,Echo,iPad,iPhone 11};1438.98;1.629;Finance;yes;no;no;no
item out of stock;2020-04-01 16:48:08;{991831};{887335};{};{Christina Rensinghof};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
reorder item;2020-04-01 16:57:03;{991814};{887261};{};{Tobias Brockhoff};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
place order;2020-04-01 17:01:10;{991842};{887386,887387,887388,887389,887390};{};{Luis Santos};{iPad Air,Kindle,iPhone X,iPhone 8,iPad};2283.99;1.788;Finance;yes;no;no;no
payment reminder;2020-04-01 17:33:27;{991613};{886503,886504,886505,886506};{};{Wil van der Aalst};{Kindle Paperwhite,Kindle,iPhone 11,Echo Plus};1162.98;2.424;Finance;yes;no;no;no
pick item;2020-04-01 17:39:23;{991737};{886967};{};{Christine Dobbert};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
reorder item;2020-04-01 17:55:18;{991814};{887260};{};{Tobias Brockhoff};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2020-04-01 18:04:10;{991837};{887362};{};{Gyunam Park};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
create package;2020-04-01 18:04:10;{991819,991833,991809};{887276,887278,887277,887347,887281,887346,887344,887282,887345,887238,887342,887279};{661140};{Majid Rafiei};{Echo Show 8,MacBook Air,Echo Show 5,Echo Plus,iPad,MacBook Pro,Kindle Paperwhite,Echo Plus,Echo,Echo Dot,Echo Plus,Fire Stick 4K};6213.92;10.738;Fullfillment;yes;no;no;no
pick item;2020-04-01 18:05:55;{991770};{887094};{};{Mohammadreza Fani Sani};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2020-04-01 18:17:24;{991842};{887389};{};{Luis Santos};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
item out of stock;2020-04-01 18:18:38;{991838};{887369};{};{Christina Rensinghof};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-01 18:49:02;{991766};{887078};{};{Luis Santos};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2020-04-01 18:52:12;{991834};{887354};{};{Mahnaz Qafari};{iPad mini};449.0;0.28;Fullfillment;yes;no;no;no
pick item;2020-04-01 18:59:56;{991773};{887110};{};{Junxiong Gao};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
item out of stock;2020-04-01 19:03:28;{991813};{887257};{};{Seran Uysal};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pick item;2020-04-01 19:13:26;{991752};{887025};{};{Junxiong Gao};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
package delivered;2020-04-01 20:28:08;{991826,991831,991789,991838,991795};{887313,887315,887314,887312,887338,887178,887336,887367,887186};{661138};{Christina Rensinghof};{iPhone 11 Pro,iPad Pro,Kindle,Fire Stick,iPad mini,Echo Studio,iPhone 8,MacBook Pro,iPhone X};6744.97;4.866;Delivery;yes;no;no;no
reorder item;2020-04-01 21:24:57;{991831};{887335};{};{Christina Rensinghof};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
place order;2020-04-02 03:31:30;{991843};{887391,887392,887393,887394};{};{Christine Dobbert};{iPhone X,Echo Plus,Fire Stick 4K,iPhone 8};1472.98;1.942;Finance;yes;no;no;no
pick item;2020-04-02 08:18:48;{991625};{886559};{};{Anahita Farhang Ghahfarokhi};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-04-02 08:36:59;{991743};{886988};{};{Tobias Brockhoff};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-02 08:44:41;{991732};{886945};{};{Majid Rafiei};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
confirm order;2020-04-02 09:00:06;{991838};{887365,887366,887367,887368,887369};{};{Christina Rensinghof};{Kindle Paperwhite,iPhone X,MacBook Pro,iPad Pro,Kindle};4511.99;3.003;Finance;yes;no;no;no
item out of stock;2020-04-02 09:10:08;{991840};{887381};{};{Seran Uysal};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
confirm order;2020-04-02 09:14:15;{991841};{887382,887383,887384,887385};{};{Lisa Mannel};{iPhone 11 Pro,Kindle,iPhone 11,MacBook Pro};4532.99;2.207;Finance;yes;no;no;no
pick item;2020-04-02 09:36:30;{991829};{887330};{};{Anahita Farhang Ghahfarokhi};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-04-02 09:43:00;{991833};{887343};{};{Majid Rafiei};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-04-02 09:49:23;{991832};{887340};{};{Mohammadreza Fani Sani};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
create package;2020-04-02 09:49:23;{991803,991737};{887221,886967,887220};{661141};{Christine Dobbert};{MacBook Air,Echo Dot,iPhone 8};2758.99;1.84;Fullfillment;yes;no;no;no
pick item;2020-04-02 09:52:49;{991839};{887374};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 10:01:06;{991836};{887358};{};{Wil van der Aalst};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
confirm order;2020-04-02 10:14:18;{991839};{887370,887371,887372,887373,887374,887375,887376,887377,887378};{};{Luis Santos};{Echo Dot,MacBook Air,Kindle Paperwhite,Kindle Paperwhite,iPhone X,iPad Air,iPad,MacBook Pro,Kindle Paperwhite};6791.99;5.58;Finance;yes;no;no;no
pick item;2020-04-02 10:16:24;{991839};{887376};{};{Luis Santos};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
confirm order;2020-04-02 10:22:07;{991843};{887391,887392,887393,887394};{};{Christine Dobbert};{iPhone X,Echo Plus,Fire Stick 4K,iPhone 8};1472.98;1.942;Finance;yes;no;no;no
pay order;2020-04-02 10:36:08;{991775};{887122,887123,887124,887125,887126,887127,887128,887129,887130};{};{Mahnaz Qafari};{iPhone 11 Pro,MacBook Pro,Fire Stick 4K,iPhone 11 Pro,Echo Show 8,Echo Studio,iPhone 11,iPhone 11 Pro,iPad Air};7646.97;5.28;Finance;yes;no;no;no
pay order;2020-04-02 10:36:27;{991720};{886903,886904,886905,886906};{};{Kefang Ding};{Echo,iPhone X,MacBook Pro,Echo Studio};3503.98;3.802;Finance;yes;no;no;no
pay order;2020-04-02 10:44:42;{991815};{887262,887263,887264,887265};{};{Tobias Brockhoff};{Echo Show 8,iPad,iPad,iPhone 8};1653.99;2.156;Finance;yes;no;no;no
pick item;2020-04-02 10:48:13;{991840};{887379};{};{Seran Uysal};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
create package;2020-04-02 10:48:13;{991823,991834,991775,991769};{887303,887302,887352,887126,887348,887351,887355,887353,887349,887354,887086};{661142};{Mahnaz Qafari};{iPad,Echo,iPad mini,Echo Show 8,iPad mini,Echo Dot,Echo Show 5,Echo Dot,Echo,iPad mini,Kindle Paperwhite};2450.94;5.998;Fullfillment;yes;no;no;no
pick item;2020-04-02 11:10:59;{991843};{887393};{};{Christine Dobbert};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
pick item;2020-04-02 11:17:17;{991839};{887378};{};{Luis Santos};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
pick item;2020-04-02 11:23:56;{991820};{887287};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
send package;2020-04-02 11:25:23;{991825,991816};{887310,887267,887309,887266};{661137};{Kefang Ding};{MacBook Pro,iPhone X,Echo,iPhone 11 Pro};4447.99;2.51;Fullfillment;yes;no;no;no
pick item;2020-04-02 11:49:53;{991750};{887018};{};{Luis Santos};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
send package;2020-04-02 11:50:24;{991819,991833,991809};{887276,887278,887277,887347,887281,887346,887344,887282,887345,887238,887342,887279};{661140};{Majid Rafiei};{Echo Show 8,MacBook Air,Echo Show 5,Echo Plus,iPad,MacBook Pro,Kindle Paperwhite,Echo Plus,Echo,Echo Dot,Echo Plus,Fire Stick 4K};6213.92;10.738;Fullfillment;yes;no;no;no
pick item;2020-04-02 11:55:20;{991828};{887325};{};{Gyunam Park};{Echo Dot};29.99;0.38;Fullfillment;yes;no;no;no
pick item;2020-04-02 12:24:28;{991841};{887385};{};{Lisa Mannel};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-04-02 12:41:34;{991838};{887366};{};{Christina Rensinghof};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
place order;2020-04-02 13:00:30;{991844};{887395,887396};{};{Seran Uysal};{Kindle,Kindle};164.98;0.966;Finance;yes;no;no;no
reorder item;2020-04-02 13:08:12;{991840};{887381};{};{Seran Uysal};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-02 13:25:20;{991842};{887386};{};{Luis Santos};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
reorder item;2020-04-02 13:39:57;{991838};{887369};{};{Christina Rensinghof};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-02 13:54:25;{991841};{887384};{};{Lisa Mannel};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
confirm order;2020-04-02 14:13:14;{991842};{887386,887387,887388,887389,887390};{};{Luis Santos};{iPad Air,Kindle,iPhone X,iPhone 8,iPad};2283.99;1.788;Finance;yes;no;no;no
send package;2020-04-02 14:15:03;{991821,991830};{887292,887293,887294,887334,887333,887332,887291};{661139};{Junxiong Gao};{Echo Studio,iPhone 11 Pro,Echo,iPhone 11 Pro,iPad Pro,iPhone 8,Echo Studio};4425.97;4.809;Fullfillment;yes;no;no;no
reorder item;2020-04-02 14:30:55;{991831};{887337};{};{Christina Rensinghof};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
reorder item;2020-04-02 14:43:13;{991813};{887257};{};{Seran Uysal};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
pay order;2020-04-02 14:47:35;{991824};{887305,887306,887307,887308};{};{Claudia Graf};{MacBook Air,iPad,Kindle,iPad};3274.99;2.699;Finance;yes;no;no;no
pick item;2020-04-02 14:55:34;{991839};{887371};{};{Luis Santos};{MacBook Air};2200.0;1.25;Fullfillment;yes;no;no;no
pick item;2020-04-02 15:03:56;{991828};{887323};{};{Gyunam Park};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
create package;2020-04-02 15:03:56;{991797,991836,991827,991822};{887196,887361,887317,887359,887295};{661143};{Wil van der Aalst};{iPad,iPhone 8,MacBook Pro,MacBook Air,iPad};6219.0;3.796;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 15:11:14;{991843};{887391};{};{Christine Dobbert};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2020-04-02 15:24:23;{991841};{887383};{};{Lisa Mannel};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
reorder item;2020-04-02 15:28:10;{991829};{887331};{};{Anahita Farhang Ghahfarokhi};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 15:30:30;{991839};{887372};{};{Luis Santos};{Kindle Paperwhite};129.0;0.495;Fullfillment;yes;no;no;no
confirm order;2020-04-02 15:40:06;{991844};{887395,887396};{};{Seran Uysal};{Kindle,Kindle};164.98;0.966;Finance;yes;no;no;no
send package;2020-04-02 15:40:24;{991797,991836,991827,991822};{887196,887361,887317,887359,887295};{661143};{Wil van der Aalst};{iPad,iPhone 8,MacBook Pro,MacBook Air,iPad};6219.0;3.796;Fullfillment;yes;no;no;no
item out of stock;2020-04-02 15:50:20;{991839};{887377};{};{Luis Santos};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pay order;2020-04-02 15:53:28;{991745};{886998,886999,887000,887001};{};{Tobias Brockhoff};{Echo Plus,Echo Studio,iPad,iPhone 11};1648.98;3.409;Finance;yes;no;no;no
pick item;2020-04-02 15:54:57;{991836};{887360};{};{Wil van der Aalst};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-04-02 16:11:42;{991844};{887395};{};{Seran Uysal};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-02 16:16:59;{991817};{887270};{};{Mahsa Bafrani};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
send package;2020-04-02 16:19:59;{991803,991737};{887221,886967,887220};{661141};{Christine Dobbert};{MacBook Air,Echo Dot,iPhone 8};2758.99;1.84;Fullfillment;yes;no;no;no
pick item;2020-04-02 16:25:03;{991824};{887307};{};{Claudia Graf};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
create package;2020-04-02 16:25:03;{991761,991793,991808,991813,991840,991844};{887057,887182,887235,887254,887379,887395,887237};{661144};{Seran Uysal};{Fire Stick 4K,iPad Air,Fire Stick 4K,MacBook Air,iPad Air,Kindle,iPhone X};4110.97;3.345;Fullfillment;yes;no;no;no
reorder item;2020-04-02 16:25:10;{991807};{887234};{};{Anahita Farhang Ghahfarokhi};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
package delivered;2020-04-02 16:31:36;{991803,991737};{887221,886967,887220};{661141};{Christine Dobbert};{MacBook Air,Echo Dot,iPhone 8};2758.99;1.84;Delivery;yes;no;no;no
send package;2020-04-02 17:09:21;{991823,991834,991775,991769};{887303,887302,887352,887126,887348,887351,887355,887353,887349,887354,887086};{661142};{Mahnaz Qafari};{iPad,Echo,iPad mini,Echo Show 8,iPad mini,Echo Dot,Echo Show 5,Echo Dot,Echo,iPad mini,Kindle Paperwhite};2450.94;5.998;Fullfillment;yes;no;no;no
pick item;2020-04-02 17:13:02;{991842};{887388};{};{Luis Santos};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
place order;2020-04-02 17:26:52;{991845};{887397};{};{Kefang Ding};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
pick item;2020-04-02 17:28:09;{991806};{887232};{};{Anahita Farhang Ghahfarokhi};{Echo Studio};199.99;1.48;Fullfillment;yes;no;no;no
package delivered;2020-04-02 18:00:01;{991821,991830};{887292,887293,887294,887334,887333,887332,887291};{661139};{Junxiong Gao};{Echo Studio,iPhone 11 Pro,Echo,iPhone 11 Pro,iPad Pro,iPhone 8,Echo Studio};4425.97;4.809;Delivery;yes;no;no;no
send package;2020-04-02 18:57:13;{991761,991793,991808,991813,991840,991844};{887057,887182,887235,887254,887379,887395,887237};{661144};{Seran Uysal};{Fire Stick 4K,iPad Air,Fire Stick 4K,MacBook Air,iPad Air,Kindle,iPhone X};4110.97;3.345;Fullfillment;yes;no;no;no
pick item;2020-04-02 19:32:22;{991819};{887280};{};{Majid Rafiei};{iPhone 8};529.0;0.21;Fullfillment;yes;no;no;no
pick item;2020-04-02 19:47:40;{991842};{887387};{};{Luis Santos};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
place order;2020-04-03 08:14:12;{991846};{887398,887399,887400};{};{Christina Rensinghof};{MacBook Pro,Echo Show 5,Echo Dot};2624.98;2.63;Finance;yes;no;no;no
pick item;2020-04-03 09:03:31;{991828};{887321};{};{Gyunam Park};{iPhone X};699.0;0.172;Fullfillment;yes;no;no;no
pick item;2020-04-03 09:19:31;{991844};{887396};{};{Seran Uysal};{Kindle};79.99;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-03 09:38:22;{991839};{887375};{};{Luis Santos};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
create package;2020-04-03 09:38:22;{991829,991625,991806};{887327,886559,887330,887232,887329};{661145};{Anahita Farhang Ghahfarokhi};{Fire Stick,iPhone 11 Pro,MacBook Pro,Echo Studio,Echo Dot};3918.97;3.618;Fullfillment;yes;no;no;no
package delivered;2020-04-03 09:58:42;{991797,991836,991827,991822};{887196,887361,887317,887359,887295};{661143};{Wil van der Aalst};{iPad,iPhone 8,MacBook Pro,MacBook Air,iPad};6219.0;3.796;Delivery;yes;no;no;no
reorder item;2020-04-03 09:59:23;{991836};{887358};{};{Wil van der Aalst};{iPad Air};476.0;0.44;Fullfillment;yes;no;no;no
pay order;2020-04-03 10:32:23;{991832};{887340,887341};{};{Mohammadreza Fani Sani};{Echo,Kindle Paperwhite};233.99;1.275;Finance;yes;no;no;no
failed delivery;2020-04-03 10:35:25;{991825,991816};{887310,887267,887309,887266};{661137};{Kefang Ding};{MacBook Pro,iPhone X,Echo,iPhone 11 Pro};4447.99;2.51;Delivery;yes;no;no;no
item out of stock;2020-04-03 10:43:54;{991818};{887274};{};{Gyunam Park};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
confirm order;2020-04-03 11:06:03;{991845};{887397};{};{Kefang Ding};{iPhone 11 Pro};1154.0;0.188;Finance;yes;no;no;no
package delivered;2020-04-03 11:09:12;{991819,991833,991809};{887276,887278,887277,887347,887281,887346,887344,887282,887345,887238,887342,887279};{661140};{Majid Rafiei};{Echo Show 8,MacBook Air,Echo Show 5,Echo Plus,iPad,MacBook Pro,Kindle Paperwhite,Echo Plus,Echo,Echo Dot,Echo Plus,Fire Stick 4K};6213.92;10.738;Delivery;yes;no;no;no
reorder item;2020-04-03 11:26:00;{991823};{887304};{};{Mahnaz Qafari};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
package delivered;2020-04-03 11:42:00;{991823,991834,991775,991769};{887303,887302,887352,887126,887348,887351,887355,887353,887349,887354,887086};{661142};{Mahnaz Qafari};{iPad,Echo,iPad mini,Echo Show 8,iPad mini,Echo Dot,Echo Show 5,Echo Dot,Echo,iPad mini,Kindle Paperwhite};2450.94;5.998;Delivery;yes;no;no;no
pay order;2020-04-03 11:43:19;{991837};{887362,887363,887364};{};{Gyunam Park};{Fire Stick 4K,iPhone 11,Echo Show 5};983.98;1.326;Finance;yes;no;no;no
pick item;2020-04-03 11:48:44;{991822};{887299};{};{Wil van der Aalst};{Echo};99.99;0.78;Fullfillment;yes;no;no;no
pick item;2020-04-03 11:51:32;{991747};{887009};{};{Marco Pegoraro};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
reorder item;2020-04-03 11:52:17;{991839};{887377};{};{Luis Santos};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-04-03 11:52:21;{991807};{887233};{};{Anahita Farhang Ghahfarokhi};{Fire Stick 4K};89.99;0.28;Fullfillment;yes;no;no;no
reorder item;2020-04-03 11:56:14;{991818};{887274};{};{Gyunam Park};{iPhone 11};799.0;0.166;Fullfillment;yes;no;no;no
pick item;2020-04-03 12:03:01;{991845};{887397};{};{Kefang Ding};{iPhone 11 Pro};1149.0;0.188;Fullfillment;yes;no;no;no
pick item;2020-04-03 12:13:37;{991796};{887191};{};{Anahita Farhang Ghahfarokhi};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
create package;2020-04-03 12:13:37;{991835,991841};{887356,887385,887384,887383,887357};{661146};{Lisa Mannel};{iPhone X,MacBook Pro,iPhone 11,Kindle,iPhone 11};4876.99;2.357;Fullfillment;yes;no;no;no
pick item;2020-04-03 13:16:05;{991839};{887377};{};{Luis Santos};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
place order;2020-04-03 13:17:10;{991847};{887401,887402,887403,887404,887405,887406};{};{Kefang Ding};{Kindle,iPad,iPad,iPad Pro,iPad,Echo Plus};2818.98;3.695;Finance;yes;no;no;no
pick item;2020-04-03 13:42:39;{991846};{887398};{};{Christina Rensinghof};{MacBook Pro};2500.0;1.37;Fullfillment;yes;no;no;no
pick item;2020-04-03 13:53:16;{991822};{887298};{};{Wil van der Aalst};{Fire Stick};39.99;0.2;Fullfillment;yes;no;no;no
send package;2020-04-03 14:05:02;{991829,991625,991806};{887327,886559,887330,887232,887329};{661145};{Anahita Farhang Ghahfarokhi};{Fire Stick,iPhone 11 Pro,MacBook Pro,Echo Studio,Echo Dot};3918.97;3.618;Fullfillment;yes;no;no;no
pay order;2020-04-03 14:28:47;{991759};{887050,887051,887052,887053};{};{Tobias Brockhoff};{Echo,Fire Stick,MacBook Pro,iPad mini};3093.98;2.63;Finance;yes;no;no;no
pick item;2020-04-03 14:50:31;{991843};{887392};{};{Christine Dobbert};{Echo Plus};149.99;1.28;Fullfillment;yes;no;no;no
item out of stock;2020-04-03 14:56:01;{991847};{887402};{};{Kefang Ding};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-03 15:01:33;{991847};{887404};{};{Kefang Ding};{iPad Pro};1099.0;0.483;Fullfillment;yes;no;no;no
create package;2020-04-03 15:01:33;{991770,991832};{887094,887340,887341};{661147};{Mohammadreza Fani Sani};{iPad mini,Echo,Kindle Paperwhite};677.99;1.555;Fullfillment;yes;no;no;no
package delivered;2020-04-03 15:01:40;{991825,991816};{887310,887267,887309,887266};{661137};{Kefang Ding};{MacBook Pro,iPhone X,Echo,iPhone 11 Pro};4447.99;2.51;Delivery;yes;no;no;no
pick item;2020-04-03 15:29:56;{991803};{887219};{};{Christine Dobbert};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
pick item;2020-04-03 15:47:58;{991837};{887364};{};{Gyunam Park};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
create package;2020-04-03 16:00:00;{991735,991824};{886960,887307,887308};{661148};{Claudia Graf};{iPhone 11 Pro,Kindle,iPad};1723.99;1.154;Fullfillment;yes;no;no;no
pick item;2020-04-03 16:14:05;{991847};{887405};{};{Kefang Ding};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
send package;2020-04-03 17:13:48;{991835,991841};{887356,887385,887384,887383,887357};{661146};{Lisa Mannel};{iPhone X,MacBook Pro,iPhone 11,Kindle,iPhone 11};4876.99;2.357;Fullfillment;yes;no;no;no
pick item;2020-04-03 17:22:22;{991846};{887399};{};{Christina Rensinghof};{Echo Show 5};89.99;0.88;Fullfillment;yes;no;no;no
send package;2020-04-03 17:40:21;{991770,991832};{887094,887340,887341};{661147};{Mohammadreza Fani Sani};{iPad mini,Echo,Kindle Paperwhite};677.99;1.555;Fullfillment;yes;no;no;no
place order;2020-04-03 18:00:12;{991848};{887407,887408,887409,887410,887411};{};{Majid Rafiei};{Echo Dot,Echo Show 8,Echo Show 8,Echo Show 8,Echo Show 5};514.95;4.2;Finance;yes;no;no;no
pay order;2020-04-03 18:09:11;{991834};{887348,887349,887350,887351,887352,887353,887354,887355};{};{Mahnaz Qafari};{iPad mini,Echo,Echo,Echo Dot,iPad mini,Echo Dot,iPad mini,Echo Show 5};1701.95;4.04;Finance;yes;no;no;no
pick item;2020-04-03 18:51:32;{991848};{887409};{};{Majid Rafiei};{Echo Show 8};129.99;0.98;Fullfillment;yes;no;no;no
pick item;2020-04-03 18:54:43;{991828};{887326};{};{Gyunam Park};{iPad};495.0;0.483;Fullfillment;yes;no;no;no
create package;2020-04-03 18:54:43;{991743,991814};{886988,887259};{661149};{Tobias Brockhoff};{iPad Pro,Echo Show 5};1188.99;1.363;Fullfillment;yes;no;no;no
failed delivery;2020-04-03 18:55:22;{991835,991841};{887356,887385,887384,887383,887357};{661146};{Lisa Mannel};{iPhone X,MacBook Pro,iPhone 11,Kindle,iPhone 11};4876.99;2.357;Delivery;yes;no;no;no
payment reminder;2020-04-04 15:46:55;{991621};{886542,886543,886544,886545};{};{Marco Pegoraro};{MacBook Air,Echo Plus,Echo,Fire Stick 4K};2544.97;3.59;Finance;yes;no;no;no
place order;2020-04-04 23:26:47;{991849};{887412,887413};{};{Lisa Mannel};{Fire Stick 4K,MacBook Air};2294.99;1.53;Finance;yes;no;no;no
payment reminder;2020-04-05 09:28:07;{991739};{886974,886975,886976};{};{Anahita Farhang Ghahfarokhi};{Echo Show 5,iPhone 11,iPad Pro};1992.99;1.529;Finance;yes;no;no;no
